Price;Brand;Model;Engine;Year;Fuel_Type;Gear_Type;Km;Engine_Power;Engine_Capacity;WD;Color;Warranty;Seller
24200;Opel;Corsa;1.3;2005;Diesel;Manual;340000;70;1248;Front_2WD;White;No;Owner
45750;Opel;Corsa;1.3;2014;Diesel;Manual;81000;75;1248;Front_2WD;White;Yes;Gallery
23000;Opel;Corsa;1.3;2004;Diesel;Manual;242000;70;1248;Front_2WD;Grey;No;Gallery
42500;Opel;Corsa;1.3;2014;Diesel;Manual;113000;75;1248;Front_2WD;White;No;Gallery
27500;Opel;Corsa;1.2;2004;Gasoline;Semi Automatic;79000;75;1199;Front_2WD;Navy Blue;No;Gallery
28000;Opel;Corsa;1.2;2004;Gasoline;Semi Automatic;142000;75;1199;Front_2WD;Grey;No;Owner
56000;Opel;Corsa;1.2;2016;Gasoline;Manual;5000;70;1229;Front_2WD;White;Yes;Gallery
26500;Opel;Corsa;1.2;2004;Gasoline;Semi Automatic;170000;75;1199;Front_2WD;Navy Blue;No;Gallery
17000;Opel;Corsa;1.4;1998;Gasoline & LPG;Manual;157000;60;1389;Front_2WD;White;No;Owner
35750;Opel;Corsa;1.3;2012;Diesel;Manual;118000;75;1248;Front_2WD;Black;No;Owner
31000;Opel;Corsa;1.3;2006;Diesel;Manual;93000;75;1248;Front_2WD;White;No;Owner
39950;Opel;Corsa;1.2;2007;Gasoline;Semi Automatic;64500;80;1229;Front_2WD;Silver Grey;No;Owner
27499;Opel;Corsa;1.4;2004;Gasoline & LPG;Semi Automatic;154000;90;1364;Front_2WD;Red;No;Gallery
20000;Opel;Corsa;1.4;1997;Gasoline & LPG;Manual;121000;60;1389;Front_2WD;Burgundy;Yes;Gallery
18750;Opel;Corsa;1.7;2003;Diesel;Manual;279000;76;1601;Front_2WD;White;No;Owner
27250;Opel;Corsa;1.4;2004;Gasoline & LPG;Manual;153000;90;1364;Front_2WD;Blue;No;Owner
34000;Opel;Corsa;1.3;2009;Diesel;Manual;100000;75;1248;Front_2WD;Silver Grey;No;Owner
16500;Opel;Corsa;1.4;1996;Gasoline & LPG;Manual;283000;60;1389;Front_2WD;Burgundy;No;Gallery
38000;Opel;Corsa;1.2;2012;Gasoline & LPG;Manual;81000;85;1229;Front_2WD;Grey;No;Gallery
33500;Opel;Corsa;1.4;2004;Gasoline;Semi Automatic;72000;90;1364;Front_2WD;Turquoise;Yes;Gallery
20500;Opel;Corsa;1.7;2003;Diesel;Manual;194000;76;1601;Front_2WD;White;No;Gallery
17000;Opel;Corsa;1.3;2004;Diesel;Manual;209300;70;1248;Front_2WD;White;No;Owner
28500;Opel;Corsa;1.3;2005;Diesel;Manual;188000;70;1248;Front_2WD;White;Yes;Owner
25500;Opel;Corsa;1.4;2000;Gasoline;Automatic;121000;51;1201;Front_2WD;Blue;No;Owner
17250;Opel;Corsa;1.4;1997;Gasoline;Manual;138000;60;1389;Front_2WD;White;No;Gallery
32000;Opel;Corsa;1.2;2004;Gasoline & LPG;Manual;109000;80;1229;Front_2WD;Silver Grey;No;Owner
49000;Opel;Corsa;1.2;2016;Gasoline;Manual;17000;70;1229;Front_2WD;Blue;Yes;Gallery
44500;Opel;Corsa;1.2;2015;Gasoline;Manual;60000;70;1229;Front_2WD;Brown;Yes;Owner
43500;Opel;Corsa;1.3;2013;Diesel;Manual;105000;75;1248;Front_2WD;Silver Grey;No;Owner
43500;Opel;Corsa;1.3;2012;Diesel;Manual;165000;75;1248;Front_2WD;White;No;Owner
36950;Opel;Corsa;1.2;2007;Gasoline;Semi Automatic;96750;80;1229;Front_2WD;Blue;No;Gallery
39000;Opel;Corsa;1.2;2012;Gasoline;Manual;56900;85;1229;Front_2WD;Turquoise;No;Owner
41850;Opel;Corsa;1.4;2011;Gasoline;Automatic;63000;100;1364;Front_2WD;Black;No;Gallery
40750;Opel;Corsa;1.2;2013;Gasoline;Manual;38640;85;1229;Front_2WD;Black;No;Gallery
33500;Opel;Corsa;1.3;2012;Diesel;Manual;352800;75;1248;Front_2WD;White;No;Gallery
41000;Opel;Corsa;1.3;2010;Diesel;Manual;163000;90;1248;Front_2WD;White;No;Owner
44250;Opel;Corsa;1.2;2011;Gasoline;Semi Automatic;92000;85;1229;Front_2WD;White;No;Owner
24150;Opel;Corsa;1.4;2001;Gasoline;Manual;143000;90;1389;Front_2WD;Grey;No;Owner
49850;Opel;Corsa;1.4;2014;Gasoline & LPG;Automatic;99000;100;1364;Front_2WD;White;Yes;Gallery
28750;Opel;Corsa;1.2;2005;Gasoline & LPG;Manual;165000;80;1229;Front_2WD;White;Yes;Gallery
12000;Opel;Corsa;1.6;1994;Gasoline & LPG;Manual;280000;109;1598;Front_2WD;Grey;Yes;Owner
18250;Opel;Corsa;1.5;2000;Diesel;Manual;198000;67;1488;Front_2WD;White;Yes;Gallery
24000;Opel;Corsa;1;2002;Gasoline;Semi Automatic;170000;58;973;Front_2WD;Blue;No;Gallery
27500;Opel;Corsa;1.7;2003;Diesel;Manual;206000;75;1686;Front_2WD;White;No;Owner
23500;Opel;Corsa;1.3;2007;Diesel;Manual;192000;51;1201;Front_2WD;White;No;Owner
47250;Opel;Corsa;1.4;2013;Gasoline;Manual;28000;76;1201;Front_2WD;White;No;Owner
36750;Opel;Corsa;1.3;2013;Diesel;Manual;132568;75;1248;Front_2WD;White;Yes;Gallery
21000;Opel;Corsa;1.3;2005;Diesel;Manual;230000;70;1248;Front_2WD;White;No;Owner
15000;Opel;Corsa;1.4;1999;Gasoline;Manual;170000;90;1389;Front_2WD;White;No;Gallery
16000;Opel;Corsa;1.4;1996;Gasoline & LPG;Manual;216000;60;1389;Front_2WD;Green;No;Owner
21400;Opel;Corsa;1.4;1997;Gasoline & LPG;Manual;187000;60;1389;Front_2WD;Red;No;Gallery
32000;Opel;Corsa;1.2;2005;Gasoline;Semi Automatic;63000;76;1200;Front_2WD;White;Yes;Owner
41500;Opel;Corsa;1.4;2007;Gasoline & LPG;Automatic;120000;90;1364;Front_2WD;Grey;No;Gallery
18250;Opel;Corsa;1.3;2006;Diesel;Manual;300000;70;1248;Front_2WD;White;No;Gallery
35500;Opel;Corsa;1.3;2013;Diesel;Manual;147000;75;1248;Front_2WD;White;No;Gallery
42900;Opel;Corsa;1.2;2010;Gasoline;Semi Automatic;68750;85;1229;Front_2WD;Silver Grey;No;Gallery
43500;Opel;Corsa;1.3;2013;Diesel;Manual;87000;75;1248;Front_2WD;White;No;Owner
40000;Opel;Corsa;1.4;2010;Gasoline & LPG;Manual;184000;100;1364;Front_2WD;Grey;Yes;Owner
31000;Opel;Corsa;1.3;2004;Diesel;Manual;155000;70;1248;Front_2WD;Red;No;Owner
58200;Opel;Corsa;1.4;2016;Gasoline;Semi Automatic;14000;90;1398;Front_2WD;Red;Yes;Owner
17750;Opel;Corsa;1.4;1997;Gasoline & LPG;Manual;207000;90;1389;Front_2WD;Yellow;Yes;Gallery
17900;Opel;Corsa;1.5;2000;Diesel;Manual;199856;67;1488;Front_2WD;White;Yes;Gallery
62900;Opel;Corsa;1.4;2017;Gasoline;Automatic;2000;90;1398;Front_2WD;Black;Yes;Gallery
39250;Opel;Corsa;1.3;2013;Diesel;Manual;142000;75;1248;Front_2WD;White;No;Gallery
49000;Opel;Corsa;1.3;2012;Diesel;Manual;52000;75;1248;Front_2WD;White;No;Owner
41900;Opel;Corsa;1.3;2013;Diesel;Manual;131000;75;1248;Front_2WD;White;No;Owner
20250;Opel;Corsa;1.4;1998;Gasoline;Manual;159700;60;1389;Front_2WD;Green;No;Owner
19250;Opel;Corsa;1.4;1997;Gasoline & LPG;Manual;190000;60;1389;Front_2WD;White;No;Owner
62750;Opel;Corsa;1.4;2015;Gasoline & LPG;Semi Automatic;34000;90;1398;Front_2WD;Black;No;Gallery
22750;Opel;Corsa;1.4;2000;Gasoline & LPG;Automatic;156000;90;1389;Front_2WD;Yellow;No;Gallery
19750;Opel;Corsa;1.2;2000;Gasoline;Manual;173000;65;1199;Front_2WD;Blue;No;Owner
20750;Opel;Corsa;1.4;1997;Gasoline & LPG;Manual;180000;76;1201;Front_2WD;White;No;Owner
30500;Opel;Corsa;1.3;2006;Diesel;Semi Automatic;148000;70;1248;Front_2WD;Turquoise;No;Gallery
25000;Opel;Corsa;1.4;2001;Gasoline & LPG;Manual;65000;90;1389;Front_2WD;Burgundy;No;Owner
29450;Opel;Corsa;1.2;2009;Gasoline;Manual;76000;76;1200;Front_2WD;Silver Grey;No;Owner
20750;Opel;Corsa;1.7;2003;Diesel;Manual;203000;76;1601;Front_2WD;White;No;Owner
19900;Opel;Corsa;1.4;1999;Gasoline & LPG;Manual;204000;90;1389;Front_2WD;Red;Yes;Gallery
25750;Opel;Corsa;1.3;2005;Diesel;Manual;205000;70;1248;Front_2WD;Black;No;Owner
52999;Opel;Corsa;1.4;2012;Gasoline & LPG;Automatic;66000;76;1201;Front_2WD;Silver Grey;No;Gallery
28400;Opel;Corsa;1.2;2005;Gasoline & LPG;Manual;158000;80;1229;Front_2WD;White;No;Owner
24250;Opel;Corsa;1.3;2004;Diesel;Manual;197000;70;1248;Front_2WD;Green;Yes;Gallery
20500;Opel;Corsa;1;2002;Gasoline;Semi Automatic;167000;58;973;Front_2WD;Blue;No;Gallery
36500;Opel;Corsa;1.3;2012;Diesel;Manual;109000;75;1248;Front_2WD;White;No;Owner
36500;Opel;Corsa;1.2;2008;Gasoline;Manual;87800;76;1200;Front_2WD;Black;No;Owner
42000;Opel;Corsa;1.4;2011;Gasoline & LPG;Automatic;50700;100;1364;Front_2WD;White;No;Owner
29500;Opel;Corsa;1.7;2003;Diesel;Manual;187000;176;1601;Front_2WD;White;No;Owner
21500;Opel;Corsa;1.4;1997;Gasoline & LPG;Automatic;180000;51;1401;Front_2WD;Brown;No;Owner
35000;Opel;Corsa;1.3;2010;Diesel;Manual;138000;90;1248;Front_2WD;Black;No;Owner
23500;Opel;Corsa;1;2004;Gasoline;Manual;190000;60;998;Front_2WD;Silver Grey;No;Gallery
25500;Opel;Corsa;1.3;2004;Diesel;Manual;199000;70;1248;Front_2WD;Navy Blue;No;Owner
42900;Opel;Corsa;1.2;2012;Gasoline;Semi Automatic;48917;85;1229;Front_2WD;Black;No;Gallery
27750;Opel;Corsa;1.2;2006;Gasoline & LPG;Manual;140000;80;1229;Front_2WD;Smoked;No;Gallery
29000;Opel;Corsa;1.3;2005;Diesel;Manual;182225;70;1248;Front_2WD;Silver Grey;No;Owner
30500;Opel;Corsa;1.3;2006;Diesel;Semi Automatic;174000;70;1248;Front_2WD;Grey;No;Owner
34500;Opel;Corsa;1.3;2007;Diesel;Manual;171000;75;1248;Front_2WD;White;No;Owner
24000;Opel;Corsa;1.4;1998;Gasoline & LPG;Manual;97000;60;1389;Front_2WD;Grey;No;Owner
21000;Opel;Corsa;1.2;2000;Gasoline;Manual;171000;65;1199;Front_2WD;Grey;No;Owner
45500;Opel;Corsa;1.4;2012;Gasoline;Automatic;75000;100;1364;Front_2WD;White;No;Owner
24900;Opel;Corsa;1.4;2000;Gasoline & LPG;Automatic;299000;90;1389;Front_2WD;Blue;No;Owner
65500;Opel;Corsa;1.4;2015;Gasoline;Automatic;15000;76;1401;Front_2WD;Brown;No;Owner
32500;Opel;Corsa;1.3;2008;Diesel;Manual;162000;90;1248;Front_2WD;Silver Grey;No;Gallery
16900;Opel;Corsa;1.4;1998;Gasoline & LPG;Manual;228000;101;1401;Front_2WD;Blue;No;Owner
33500;Opel;Corsa;1.4;2004;Gasoline;Semi Automatic;89000;90;1364;Front_2WD;Grey;No;Gallery
19900;Opel;Corsa;1.4;1998;Gasoline & LPG;Manual;133000;90;1389;Front_2WD;White;No;Owner
41750;Opel;Corsa;1.2;2012;Gasoline;Manual;37000;85;1229;Front_2WD;Silver Grey;No;Gallery
31000;Opel;Corsa;1.3;2004;Diesel;Semi Automatic;140000;70;1248;Front_2WD;Red;No;Gallery
40000;Opel;Corsa;1.3;2013;Diesel;Manual;95000;75;1248;Front_2WD;Silver Grey;Yes;Gallery
61500;Opel;Corsa;1.4;2017;Gasoline;Semi Automatic;16200;90;1398;Front_2WD;White;Yes;Gallery
28950;Opel;Corsa;1.2;2006;Gasoline;Manual;169000;80;1229;Front_2WD;Black;No;Gallery
55000;Opel;Corsa;1.4;2016;Gasoline;Automatic;11400;76;1201;Front_2WD;Red;Yes;Owner
47500;Opel;Corsa;1.3;2014;Diesel;Manual;56000;75;1248;Front_2WD;White;No;Gallery
31750;Opel;Corsa;1.2;2004;Gasoline;Semi Automatic;91000;75;1199;Front_2WD;Grey;No;Owner
55800;Opel;Corsa;1.4;2016;Gasoline;Semi Automatic;16051;90;1398;Front_2WD;Grey;Yes;Gallery
42500;Opel;Corsa;1.3;2013;Diesel;Manual;145000;75;1248;Front_2WD;White;No;Owner
24900;Opel;Corsa;1.3;2006;Diesel;Manual;167000;70;1248;Front_2WD;White;No;Owner
51500;Opel;Corsa;1.4;2012;Gasoline;Automatic;21700;100;1364;Front_2WD;Grey;No;Owner
16500;Opel;Corsa;1.6;1997;Gasoline & LPG;Manual;234000;106;1598;Front_2WD;Red;No;Owner
30000;Opel;Corsa;1.4;2004;Gasoline & LPG;Manual;114000;90;1364;Front_2WD;Green;No;Owner
33500;Opel;Corsa;1.4;2008;Gasoline & LPG;Manual;140000;90;1364;Front_2WD;Red;No;Owner
65000;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;11000;90;1398;Front_2WD;Yellow;Yes;Owner
41750;Opel;Corsa;1.3;2013;Diesel;Manual;99000;75;1248;Front_2WD;White;No;Gallery
42500;Opel;Corsa;1.3;2014;Diesel;Manual;89500;75;1248;Front_2WD;White;No;Gallery
50000;Opel;Corsa;1.4;2015;Gasoline;Manual;25000;90;1398;Front_2WD;Silver Grey;No;Owner
29900;Opel;Corsa;1.2;2005;Gasoline;Semi Automatic;202000;75;1199;Front_2WD;Grey;No;Gallery
34250;Opel;Corsa;1.3;2007;Diesel;Manual;168736;75;1248;Front_2WD;Black;No;Owner
34500;Opel;Corsa;1.3;2012;Diesel;Manual;103000;75;1248;Front_2WD;Brown;No;Owner
65000;Opel;Corsa;1.4;2016;Gasoline;Semi Automatic;3500;76;1201;Front_2WD;White;Yes;Gallery
35250;Opel;Corsa;1.2;2009;Gasoline;Manual;105000;80;1229;Front_2WD;Black;No;Owner
48750;Opel;Corsa;1.4;2013;Gasoline;Automatic;33000;100;1364;Front_2WD;Black;No;Gallery
25000;Opel;Corsa;1.2;2004;Gasoline;Manual;171000;75;1199;Front_2WD;Blue;No;Owner
29000;Opel;Corsa;1.3;2005;Diesel;Semi Automatic;150000;70;1248;Front_2WD;Blue;No;Owner
32250;Opel;Corsa;1.3;2006;Diesel;Manual;240000;70;1248;Front_2WD;Silver Grey;No;Owner
45000;Opel;Corsa;1.3;2014;Diesel;Manual;66000;75;1248;Front_2WD;White;Yes;Owner
34000;Opel;Corsa;1.2;2004;Gasoline & LPG;Semi Automatic;178000;75;1199;Front_2WD;Navy Blue;No;Gallery
17750;Opel;Corsa;1.4;2001;Gasoline & LPG;Manual;240000;90;1389;Front_2WD;Grey;No;Owner
40000;Opel;Corsa;1.4;2012;Gasoline & LPG;Automatic;165000;100;1364;Front_2WD;Blue;Yes;Gallery
64350;Opel;Corsa;1.4;2017;Gasoline;Automatic;3000;90;1398;Front_2WD;White;Yes;Gallery
30000;Opel;Corsa;1.3;2004;Diesel;Manual;187000;70;1248;Front_2WD;Grey;No;Gallery
28900;Opel;Corsa;1.2;2008;Gasoline & LPG;Manual;193000;80;1229;Front_2WD;Black;No;Gallery
22250;Opel;Corsa;1.2;2000;Gasoline;Manual;110000;65;1199;Front_2WD;White;No;Owner
20950;Opel;Corsa;1.4;2000;Gasoline;Manual;260000;90;1389;Front_2WD;Grey;No;Gallery
39950;Opel;Corsa;1.4;2008;Gasoline;Automatic;118000;76;1201;Front_2WD;Smoked;No;Gallery
32500;Opel;Corsa;1.2;2011;Gasoline;Semi Automatic;86643;85;1229;Front_2WD;White;No;Owner
39750;Opel;Corsa;1.3;2013;Diesel;Manual;136000;75;1248;Front_2WD;White;Yes;Gallery
43000;Opel;Corsa;1.2;2010;Gasoline;Semi Automatic;40451;80;1229;Front_2WD;Grey;No;Owner
32950;Opel;Corsa;1.3;2012;Diesel;Manual;189000;75;1248;Front_2WD;White;No;Gallery
18250;Opel;Corsa;1.4;1998;Gasoline & LPG;Manual;215000;60;1389;Front_2WD;Blue;No;Owner
60500;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;14000;90;1398;Front_2WD;Black;Yes;Gallery
36900;Opel;Corsa;1.2;2007;Gasoline;Semi Automatic;170000;51;1200;Front_2WD;Silver Grey;No;Gallery
49750;Opel;Corsa;1.4;2013;Gasoline & LPG;Automatic;52750;100;1364;Front_2WD;Brown;No;Owner
18950;Opel;Corsa;1;2005;Gasoline;Manual;245000;60;998;Front_2WD;White;No;Gallery
29000;Opel;Corsa;1.3;2007;Diesel;Manual;199600;75;1248;Front_2WD;White;No;Owner
40500;Opel;Corsa;1.3;2012;Diesel;Manual;167500;75;1248;Front_2WD;White;No;Owner
20000;Opel;Corsa;1.4;1997;Gasoline & LPG;Automatic;180000;90;1389;Front_2WD;Yellow;No;Owner
41900;Opel;Corsa;1.2;2014;Gasoline & LPG;Manual;29600;85;1229;Front_2WD;Grey;No;Owner
15500;Opel;Corsa;1.4;1997;Gasoline & LPG;Manual;201000;76;1201;Front_2WD;Brown;No;Owner
32250;Opel;Corsa;1.2;2007;Gasoline;Semi Automatic;110000;80;1229;Front_2WD;Blue;No;Owner
45000;Opel;Corsa;1.3;2014;Diesel;Manual;55000;75;1248;Front_2WD;Grey;No;Owner
28500;Opel;Corsa;1.3;2004;Diesel;Manual;175000;51;1201;Front_2WD;Silver Grey;No;Gallery
30000;Opel;Corsa;1.3;2005;Diesel;Manual;200000;70;1248;Front_2WD;White;No;Owner
33750;Opel;Corsa;1.3;2004;Diesel;Semi Automatic;206000;70;1248;Front_2WD;Silver Grey;No;Gallery
27250;Opel;Corsa;1;2003;Gasoline;Semi Automatic;202000;58;973;Front_2WD;Red;No;Gallery
16000;Opel;Corsa;1.7;2003;Diesel;Manual;340000;76;1601;Front_2WD;White;No;Gallery
48500;Opel;Corsa;1.4;2012;Gasoline;Automatic;89150;100;1364;Front_2WD;Brown;No;Gallery
35000;Opel;Corsa;1.2;2007;Gasoline;Semi Automatic;128000;80;1229;Front_2WD;Silver Grey;No;Gallery
22000;Opel;Corsa;1.4;1998;Gasoline;Manual;131386;90;1389;Front_2WD;Green;No;Owner
27250;Opel;Corsa;1.2;2006;Gasoline & LPG;Manual;200000;80;1229;Front_2WD;Silver Grey;No;Owner
40750;Opel;Corsa;1.4;2008;Gasoline & LPG;Automatic;125500;90;1364;Front_2WD;Blue;No;Gallery
41999;Opel;Corsa;1.2;2011;Gasoline;Semi Automatic;26000;85;1229;Front_2WD;Silver Grey;No;Owner
56000;Opel;Corsa;1.4;2015;Gasoline;Automatic;45000;76;1401;Front_2WD;Red;No;Owner
56950;Opel;Corsa;1.3;2015;Diesel;Manual;52000;75;1248;Front_2WD;Red;No;Gallery
23500;Opel;Corsa;1.7;2003;Diesel;Manual;214000;75;1686;Front_2WD;White;No;Owner
70900;Opel;Corsa;1.4;2017;Gasoline;Automatic;1;90;1398;Front_2WD;Red;Yes;Gallery
31750;Opel;Corsa;1.3;2007;Diesel;Manual;223269;75;1248;Front_2WD;Blue;No;Owner
51000;Opel;Corsa;1.2;2016;Gasoline;Manual;24000;70;1229;Front_2WD;Black;Yes;Gallery
44900;Opel;Corsa;1.3;2013;Diesel;Manual;110000;75;1248;Front_2WD;Black;No;Gallery
39750;Opel;Corsa;1.3;2013;Diesel;Manual;132000;76;1201;Front_2WD;White;Yes;Owner
22000;Opel;Corsa;1.7;2003;Diesel;Manual;243000;176;1201;Front_2WD;White;No;Owner
43000;Opel;Corsa;1.3;2012;Diesel;Manual;103000;75;1248;Front_2WD;Grey;No;Gallery
36500;Opel;Corsa;1.3;2006;Diesel;Manual;79000;51;1201;Front_2WD;Silver Grey;No;Gallery
26500;Opel;Corsa;1.3;2006;Diesel;Manual;190000;70;1248;Front_2WD;Silver Grey;No;Gallery
57000;Opel;Corsa;1.4;2016;Gasoline;Automatic;32000;90;1398;Front_2WD;Grey;Yes;Gallery
17500;Opel;Corsa;1.4;1998;Gasoline & LPG;Manual;170000;76;1201;Front_2WD;White;Yes;Gallery
21500;Opel;Corsa;1.4;2001;Gasoline & LPG;Manual;245000;90;1389;Front_2WD;Silver Grey;No;Owner
40000;Opel;Corsa;1.3;2014;Diesel;Manual;97579;75;1248;Front_2WD;Silver Grey;No;Gallery
59500;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;21250;90;1398;Front_2WD;Red;No;Gallery
21000;Opel;Corsa;1.2;2000;Gasoline & LPG;Manual;185000;65;1199;Front_2WD;Blue;No;Gallery
52000;Opel;Corsa;1.2;2015;Gasoline;Manual;12000;70;1229;Front_2WD;White;No;Owner
52500;Opel;Corsa;1.4;2013;Gasoline;Automatic;21000;100;1364;Front_2WD;Black;No;Gallery
28000;Opel;Corsa;1.4;2004;Gasoline & LPG;Semi Automatic;175000;90;1364;Front_2WD;Black;No;Owner
31500;Opel;Corsa;1.3;2005;Diesel;Manual;91500;51;1201;Front_2WD;Grey;No;Owner
32600;Opel;Corsa;1.3;2010;Diesel;Manual;175000;75;1248;Front_2WD;White;No;Gallery
41500;Opel;Corsa;1.4;2008;Gasoline & LPG;Automatic;130000;90;1364;Front_2WD;Black;Yes;Gallery
21750;Opel;Corsa;1.4;1997;Gasoline & LPG;Manual;196000;90;1389;Front_2WD;Silver Grey;Yes;Owner
27750;Opel;Corsa;1.3;2005;Diesel;Manual;250000;70;1248;Front_2WD;White;No;Owner
45650;Opel;Corsa;1.4;2011;Gasoline;Automatic;35000;100;1364;Front_2WD;Black;No;Owner
37000;Opel;Corsa;1.3;2013;Diesel;Manual;130000;75;1248;Front_2WD;White;No;Gallery
49900;Opel;Corsa;1.3;2014;Diesel;Manual;95000;95;1248;Front_2WD;White;No;Gallery
40500;Opel;Corsa;1.2;2008;Gasoline & LPG;Semi Automatic;103500;80;1229;Front_2WD;White;No;Gallery
34500;Opel;Corsa;1.3;2007;Diesel;Manual;187500;75;1248;Front_2WD;Silver Grey;No;Gallery
46000;Opel;Corsa;1.3;2014;Diesel;Manual;95000;75;1248;Front_2WD;White;No;Gallery
15000;Opel;Corsa;1.4;1994;Gasoline & LPG;Manual;144000;60;1389;Front_2WD;Silver Grey;No;Owner
39500;Opel;Corsa;1.4;2010;Gasoline;Automatic;47500;76;1201;Front_2WD;Grey;No;Owner
21750;Opel;Corsa;1.4;2001;Gasoline;Manual;190000;90;1389;Front_2WD;Orange;No;Gallery
26500;Opel;Corsa;1.4;2003;Gasoline & LPG;Manual;235000;90;1389;Front_2WD;Navy Blue;No;Gallery
48000;Opel;Corsa;1.4;2012;Gasoline & LPG;Manual;74000;100;1364;Front_2WD;White;No;Gallery
14750;Opel;Corsa;1.4;1993;Gasoline & LPG;Manual;138000;60;1389;Front_2WD;White;No;Gallery
46500;Opel;Corsa;1.3;2013;Diesel;Manual;77000;76;1201;Front_2WD;Silver Grey;No;Gallery
28500;Opel;Corsa;1.2;2004;Gasoline;Semi Automatic;121000;75;1199;Front_2WD;Navy Blue;Yes;Gallery
21000;Opel;Corsa;1.5;2000;Diesel;Manual;230000;67;1488;Front_2WD;White;No;Gallery
39900;Opel;Corsa;1.3;2014;Diesel;Manual;104000;75;1248;Front_2WD;White;Yes;Gallery
31250;Opel;Corsa;1.2;2007;Gasoline;Manual;88000;51;1200;Front_2WD;Turquoise;No;Owner
41700;Opel;Corsa;1.3;2013;Diesel;Manual;85000;75;1248;Front_2WD;White;No;Owner
29000;Opel;Corsa;1.2;2002;Gasoline;Semi Automatic;91000;75;1199;Front_2WD;Blue;No;Owner
51500;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;80000;90;1398;Front_2WD;White;Yes;Owner
33500;Opel;Corsa;1.2;2006;Gasoline;Semi Automatic;99000;80;1229;Front_2WD;Grey;No;Owner
41750;Opel;Corsa;1.2;2014;Gasoline;Manual;39000;76;1200;Front_2WD;Smoked;No;Owner
39750;Opel;Corsa;1.3;2010;Diesel;Manual;175000;75;1248;Front_2WD;Smoked;No;Owner
51750;Opel;Corsa;1.3;2012;Diesel;Manual;77000;75;1248;Front_2WD;Silver Grey;No;Owner
23700;Opel;Corsa;1;2004;Gasoline & LPG;Manual;162000;60;998;Front_2WD;Green;Yes;Owner
62000;Opel;Corsa;1.4;2016;Gasoline;Automatic;24817;90;1398;Front_2WD;Black;No;Gallery
15300;Opel;Corsa;1.6;1994;Gasoline & LPG;Manual;200000;106;1598;Front_2WD;Black;No;Owner
38900;Opel;Corsa;1.2;2007;Gasoline;Semi Automatic;123000;80;1229;Front_2WD;Grey;No;Gallery
36500;Opel;Corsa;1.3;2010;Diesel;Manual;144000;75;1248;Front_2WD;Silver Grey;Yes;Gallery
59000;Opel;Corsa;1.4;2016;Gasoline;Automatic;29000;90;1398;Front_2WD;Silver Grey;Yes;Gallery
56900;Opel;Corsa;1.4;2016;Gasoline;Automatic;32000;90;1398;Front_2WD;Grey;Yes;Gallery
51500;Opel;Corsa;1.4;2015;Gasoline;Semi Automatic;26500;90;1398;Front_2WD;White;No;Gallery
56900;Opel;Corsa;1.4;2016;Gasoline;Automatic;32000;90;1398;Front_2WD;Smoked;Yes;Gallery
46500;Opel;Corsa;1.3;2013;Diesel;Manual;73500;75;1248;Front_2WD;White;No;Owner
19650;Opel;Corsa;1.4;1998;Gasoline & LPG;Manual;146000;76;1201;Front_2WD;White;No;Gallery
17999;Opel;Corsa;1.4;1997;Gasoline & LPG;Manual;165000;90;1389;Front_2WD;Green;No;Gallery
22700;Opel;Corsa;1.7;2003;Diesel;Manual;189000;151;1601;Front_2WD;Brown;No;Owner
43100;Opel;Corsa;1.3;2014;Diesel;Manual;105000;75;1248;Front_2WD;White;Yes;Owner
19500;Opel;Corsa;1.4;1998;Gasoline;Manual;239000;51;1201;Front_2WD;Silver Grey;No;Gallery
38500;Opel;Corsa;1.3;2012;Diesel;Manual;169000;75;1248;Front_2WD;White;No;Owner
43500;Opel;Corsa;1.3;2013;Diesel;Manual;57000;95;1248;Front_2WD;Black;No;Owner
32000;Opel;Corsa;1.2;2007;Gasoline;Manual;117000;80;1229;Front_2WD;Blue;No;Owner
38500;Opel;Corsa;1.3;2008;Diesel;Manual;135000;90;1248;Front_2WD;Black;No;Owner
39500;Opel;Corsa;1.4;2009;Gasoline;Automatic;112000;90;1364;Front_2WD;Silver Grey;No;Owner
42000;Opel;Corsa;1.3;2014;Diesel;Manual;99000;51;1201;Front_2WD;White;No;Gallery
24000;Opel;Corsa;1.3;2006;Diesel;Manual;133000;70;1248;Front_2WD;Burgundy;No;Owner
43750;Opel;Corsa;1.3;2010;Diesel;Manual;154000;90;1248;Front_2WD;White;Yes;Owner
57500;Opel;Corsa;1.4;2016;Gasoline;Semi Automatic;33000;90;1398;Front_2WD;Grey;Yes;Gallery
22500;Opel;Corsa;1.7;2003;Diesel;Manual;229000;176;1601;Front_2WD;White;No;Owner
35250;Opel;Corsa;1.4;2003;Gasoline & LPG;Automatic;160000;90;1389;Front_2WD;Silver Grey;Yes;Gallery
57500;Opel;Corsa;1.4;2015;Gasoline;Automatic;34000;100;1364;Front_2WD;Grey;No;Gallery
38500;Opel;Corsa;1.3;2012;Diesel;Manual;126000;76;1201;Front_2WD;Brown;No;Gallery
60950;Opel;Corsa;1.4;2016;Gasoline;Semi Automatic;30000;90;1398;Front_2WD;Red;Yes;Gallery
